Pitcher,PitcherTeam,Overall_StuffPlus,Overall_PitchingPlus,Total_Pitches,Num_Pitch_Types,Avg_Velocity,Avg_Extension
Matt Masala,KIN_COL,73.7,87.2,32,4,72.9,5.3
Haldon Craig,CSU_BAK,117.0,87.2,84,2,91.6,5.6
Kolby Calia,SAN_DON,87.4,87.2,381,5,86.3,5.6
Will Lynch,SAM_BUL,102.4,87.2,13,3,82.8,5.5
Colby Chambers,UTA_UTE,92.6,87.2,56,6,83.2,5.8
Evan Shapiro,BAL_CAR,90.2,87.2,72,4,85.3,5.6
Anthony Ribes,IlI_SPR,86.7,87.2,47,2,85.1,5.4
Mason Malone,LIN_WIL1,86.7,87.2,112,4,75.5,5.6
Aden Burnside,MAR_UNI3,87.7,87.2,17,2,83.3,6.0
Cole Spitzer,UWM_PAN,86.9,87.2,21,3,82.2,5.3
Michael Underwood,POI_UNI,79.9,87.2,19,3,75.9,6.0
Janluis Santiago,MAR_HAW,84.7,87.2,47,3,78.0,5.9
Brock Snow,CSI_EAG,90.0,87.2,51,5,83.6,5.6
Casey Spencer,AZU_PAC,94.9,87.2,68,3,81.8,5.0
Jake Brown,CEN_MIC,97.2,87.2,159,5,88.8,6.2
Bennett Musser,VAL_CRU,88.9,87.2,34,6,81.6,5.9
Christopher Beatty,MES_UNI,83.0,87.2,34,4,79.9,6.0
Marcos Armenta,WHI_COL1,85.7,87.2,59,4,77.7,5.8
Trae Sanders,WID_UNI,73.8,87.2,65,1,75.0,5.6
Reid Gongwer,UNI_MON,88.1,87.2,37,4,74.5,4.6
Ramsey Collins,SIE_SAI,105.7,87.2,38,3,80.1,5.4
Trey Dianna,LEB_VAL,87.8,87.1,359,5,80.7,6.1
Luke Bryant,OHI_BOB,88.5,87.1,116,6,84.2,6.0
Max Brulport,STO_COL,79.8,87.1,156,5,80.1,5.0
Calvin McClendon,TEX_TIG,81.7,87.1,198,4,78.2,4.8
Keith Wallace,COP_STA,86.3,87.1,29,3,82.6,5.7
Maddox Quesnelle,KAN_C,90.3,87.1,28,3,80.0,5.8
Gregory Bruno,EMB_EAG,93.9,87.1,75,3,86.9,5.5
Andrew Blackett,CLA_CLA,93.7,87.1,32,4,80.1,5.8
Griffin Stewart,AUG_UNI1,93.2,87.1,59,5,82.5,6.1
Justin Johnson,EAS_STR,86.4,87.1,31,4,80.3,6.3
Ethan Davis,MOR_EAG,87.9,87.1,327,6,84.6,5.3
Bryan Yang,BRO_BEA,88.3,87.1,266,6,79.1,6.3
Jadden Rodriguez,LIM_STO,93.2,87.1,56,5,82.1,5.5
Emil Estrella,IND_SYC,96.3,87.1,160,6,86.9,5.0
Wyatt Nichol,PEP_WAV,90.3,87.1,308,6,83.7,5.9
Nick Vardavas,MIA_RED,91.5,87.1,207,5,79.2,5.3
Sully Spivey,ORA_COA,103.3,87.1,173,4,87.6,5.6
Brian Hart,HOF_PRI,79.1,87.1,270,4,76.7,5.1
Cooper Blackburn,DAV_ELK,81.0,87.0,71,2,74.8,5.4
Sean Quinn,MAR_UNI,93.1,87.0,27,1,89.8,6.5
Clay Smith,POI_UNI,98.0,87.0,33,4,80.4,5.6
Tyler Villa,SAL_U,85.6,87.0,91,1,83.3,5.8
Guy George,HAR_SIM,95.4,87.0,39,1,78.5,5.2
Brennen Grams,SOU_COU,86.3,87.0,85,7,85.2,5.1
Matthew Stanislavsky,LEW_CLA,91.4,87.0,59,3,82.6,6.1
Tommy Lamar,LEH_MOU,86.8,87.0,229,5,85.0,5.7
Preston Ratliff,WIL_CAR,96.9,87.0,211,4,85.3,5.9
Braden McCormick,NAV_COL,101.6,87.0,67,3,86.2,5.6
Anthony Jojola,CYP_CHR,96.1,87.0,70,4,86.9,5.4
Hayden Fravel,LEB_VAL,101.1,87.0,48,3,78.3,5.9
Jackson Banuelos,CAL_MAT,89.6,87.0,214,6,80.8,5.2
Colin Dailey,BUT_BUL,100.3,87.0,265,4,85.3,6.1
Christian Mello,ALB_GRE,96.1,86.9,182,5,87.3,5.8
Jack Scrofano,CUM_PAT,99.8,86.9,46,2,88.3,6.3
Will Siwinski,COR_BRE,89.9,86.9,28,3,76.4,6.0
Jake Memoli,FAI_STA,91.8,86.9,102,4,87.0,5.3
Kyrin Long,ALA_HOR,97.7,86.9,94,5,86.3,5.5
Gregory Ryun,MIS_BAP,95.3,86.9,11,2,87.2,5.7
Dylan Terwilliger,UMA_AMH,90.8,86.9,118,6,81.4,5.7
Mason Gearhart,MOU_ALO,81.3,86.9,12,1,76.6,5.2
Hayden Blosser,OSU_BUC,102.3,86.9,56,6,87.6,6.6
Stefano Yozzo,MID_COL,91.4,86.9,43,3,85.3,5.6
Colin Wolfe,SOU_IND16,85.5,86.9,171,6,77.2,5.8
Evan Wineburg,WES_CHE9,83.8,86.9,20,1,77.5,6.0
Oliver Brown,SOU_JAG,95.5,86.9,29,3,82.4,5.1
George Welch,TRO_TRJ,88.6,86.9,46,3,83.4,6.3
Kason O'Neil,CSI_EAG,99.7,86.9,26,3,82.3,5.1
Logan Lawrence,UMA_BOS,97.4,86.9,51,2,81.2,6.5
Lance Jones,ROC_CHR,93.7,86.9,86,4,75.2,5.2
Jordan Zuger,BEL_BRU,94.3,86.8,54,5,79.4,5.7
Jacob Memmott,WOU_WOL,91.7,86.8,38,3,81.8,6.1
Brandon Luu,CAL_ANT,96.7,86.8,16,4,82.4,5.4
Francisco Melendez,STO_COL,78.1,86.8,54,4,81.2,5.9
Parker Massey,ARM_BLA,88.0,86.8,5,2,79.5,5.5
Jack Cropper,NOR_HUS,104.6,86.8,41,3,89.2,6.0
Brandon Pettrey,ION_GAE,87.4,86.8,14,4,77.2,5.7
Jet Uszacki,MT._HOO,83.6,86.8,20,2,79.3,5.6
Gus Rogers,NEW_PRI,93.8,86.8,58,5,83.8,5.9
Houston High,TEN_TEC,88.8,86.8,13,3,75.9,5.3
Kyle Figuray,CUY_CUY,98.0,86.8,53,3,84.6,5.5
Joe Godoy,RED_UNI,100.0,86.8,93,3,87.0,5.5
Grant Origer,MEX_LOB,95.7,86.8,31,3,82.7,5.5
Eli Thurmond,TAM_SPA,95.7,86.7,48,3,86.6,5.6
Evan Jackson,LAG_RAN,98.1,86.7,31,2,88.8,6.1
Juan Rodriguez,GLE_COM1,85.1,86.7,34,3,83.1,5.7
Dante Pavone,BUC_BIS,91.7,86.7,179,4,84.6,5.4
Nyenati Snoh,NOR_SPA,84.1,86.7,78,3,84.4,5.7
Austin Watson,FRE_PAC,89.1,86.7,85,5,82.1,5.2
Olindo Pezzone,YSU_PEN,86.1,86.7,30,2,85.3,5.4
Vincent Mattio,KIN_COL,78.6,86.7,36,3,74.1,5.0
Alexander Deutsch,HOL_CRU,95.0,86.7,93,7,78.9,4.6
Alexander McKay,MAR_THU,95.6,86.7,149,6,83.2,5.5
Joseph Carbone,ABI_WIL,86.7,86.7,10,2,87.4,5.4
David Horvath,MON_HAW,88.7,86.7,21,3,85.0,5.5
Tony Barcelona,CEN_COL1,81.0,86.7,180,6,76.7,5.8
Steven Escarcega,HAW_PAC,92.6,86.7,48,3,79.6,4.5
Mason Roy,ROA_COL,83.6,86.7,30,1,79.5,5.8
Nick Bacura,SAN_FRA3,108.2,86.7,32,2,83.3,5.2
Sergio Robles,PAS_CIT,83.3,86.7,72,4,78.6,4.8
Ryan Mullock,LEH_MOU,90.7,86.7,73,3,77.8,5.3
Wade Lawson,POM_COL,91.6,86.7,262,4,82.9,5.1
Wesley Harwell,SAN_DON,99.7,86.7,93,4,88.1,6.5
Nick Kane,SAC_PIO,101.0,86.6,110,4,86.8,5.6
Robert Robichaux,EAS_TEX,89.4,86.6,74,4,84.8,5.5
Trenton Langley,FLO_RAT,89.2,86.6,156,7,77.9,4.9
Brody Pasieka,WAS_GEN,86.7,86.6,23,1,78.7,6.0
Ralph Gariano,LEH_MOU,96.2,86.6,159,6,81.0,6.3
Nick Compton,UNI_ALA,98.5,86.6,55,3,81.4,5.8
Lucas Stone,NCB,84.4,86.6,132,5,79.9,6.1
Chase Lee,CAR_UNI1,81.2,86.6,33,3,78.6,4.9
Logan Geggus,SWI_BSM,94.6,86.6,30,3,81.5,7.4
Blake Efird,QUN_RYL,85.4,86.6,147,5,79.1,4.9
Caleb Crain,CAL_COM,77.8,86.6,39,3,78.4,5.2
Jamal Johnson,FLO_MEM,92.2,86.6,71,3,81.7,5.4
Emmet Christian,TUF_UNI,92.7,86.5,110,3,84.1,6.8
Dylan Sattazahn,PEN_HAR,91.1,86.5,29,4,79.7,6.9
Cooper Bryan,SHE_UNI1,93.3,86.5,27,4,77.4,6.6
John Schmidt,MIS_UNI,81.3,86.5,57,4,79.3,5.4
Jack McLaughlin,TUF_UNI,91.8,86.5,146,4,81.2,5.4
Willy Flynn,JOH_MEL,74.9,86.5,21,1,80.3,5.8
Tyson Pereira,SAN_SPA,87.7,86.5,98,5,82.9,6.5
Marcello Ricigliano,GUI_QUA,79.9,86.5,54,1,84.7,5.9
Nick Teng,WHI_COL,90.2,86.5,32,3,83.2,5.2
Brandon Arnold,MER_UNI,95.6,86.5,114,3,85.3,5.5
Kunal Handa,MID_COL,78.9,86.5,80,4,73.9,6.2
Michael Heyman,HOF_PRI,89.0,86.5,290,3,77.6,6.2
Jaden Ovalles,STJ_HAW,95.1,86.5,165,6,79.0,4.9
Keegan Allen,CIN_BEA,106.4,86.5,21,3,87.2,6.2
Dylan Senneway,FRE_PAC,86.7,86.5,85,4,82.8,4.8
William Soignier,PAR_JUN,80.5,86.4,68,1,85.0,5.5
Witt Branham,MOU_OLV,87.4,86.4,26,3,73.6,5.3
Nick Napolitano,BAR_COL,97.0,86.4,44,3,88.4,5.2
Kolt Davis,VAL_CRU,88.6,86.4,168,9,82.7,5.9
Jesus Campa,FLO_RAT,92.0,86.4,75,4,80.7,4.9
Austin Fisher,OAK_GOL,90.0,86.4,152,5,84.0,5.3
Lance Wilson,GOS_COL,78.8,86.4,71,4,76.0,6.1
Bryce Parlin,CEN_BEA,90.0,86.4,89,3,84.8,6.0
Evan Whiteaker,XAV_MUS,106.3,86.4,25,4,87.7,6.1
Dante Tardino,OCC_T,86.3,86.4,65,3,79.2,5.9
Nate Moquin,UNO_MAV,95.1,86.4,32,3,82.6,5.7
Kader Rabagh,NOV_SOU,103.4,86.4,10,2,76.6,4.9
Avery Schwartz,VIL_WIL,87.2,86.4,65,4,81.3,5.6
Brady Clark,STJ_RED,92.5,86.4,242,7,81.8,6.0
Ian Hughes,NEV_WOL,105.6,86.4,22,3,88.0,5.7
Aaron Duffy,CAN_GRI,88.2,86.4,112,6,80.8,5.1
Carson Roberts,AND_TRO,85.0,86.4,15,2,85.3,5.0
Brandon Vazquez,BET_WIL,86.7,86.4,216,6,81.2,4.9
Michael Arce,MAR_UNI,82.6,86.4,37,1,83.5,6.0
Gavin Hughes,SIM_UNI,81.4,86.4,27,3,80.1,5.8
Andrew Hopkinson,ERS_COL,92.3,86.4,52,4,81.2,5.9
Zak Gibbons,EC,98.3,86.4,88,4,84.4,5.5
Brody Bower,BOS_PAR,85.5,86.3,94,4,84.8,5.1
Roman Gill,CAL_UNI,83.0,86.3,78,4,80.0,6.4
Reed Marcum,LIN_WIL1,94.1,86.3,54,4,83.3,5.4
Andrew Dusablon,EVA_ACE,95.4,86.3,103,6,84.2,6.0
Michael Murray,DAL_COM,81.8,86.3,35,1,78.1,4.9
Jaxson Easterlin,OAK_GOL,86.9,86.3,261,5,76.8,6.8
Evan Martinez,CYP_CHR,87.0,86.3,82,5,81.7,5.1
Evimael Quiles,UNI_WES,94.3,86.3,161,7,85.4,6.0
Cameron Niedens,UNI_SAI1,91.5,86.3,49,3,77.6,5.3
Zachary Gaydos,NCA_BUL,99.5,86.3,187,6,84.6,5.4
Jimmy Lane,HOP_INT,98.6,86.3,23,3,75.5,5.7
Ashton Wheelock,GAN_UNI,81.0,86.3,17,4,78.6,5.8
Donovan Whitfield,NOR_SPA,89.0,86.3,112,5,86.0,6.6
Greyson Norris,EAS_STR,95.7,86.3,45,3,86.7,5.9
Jackson Conn,ULM_WAR,92.0,86.3,13,2,83.6,5.6
Henry Rouch,LAF_LEP,75.4,86.3,2,1,81.7,5.1
Zaifuddin Graves,RCC_EAG,84.0,86.2,36,3,74.0,4.6
Max Denson,NOR_COM,93.7,86.2,79,4,77.8,5.6
Nick Yates,RIC_COL,86.0,86.2,76,3,78.4,5.4
Tyner Simpson,AUB_UNI,94.2,86.2,41,4,82.7,6.0
Austin Walsh,UNC_SPA,85.8,86.2,16,3,79.1,5.3
Sam Thompson,NCA_BUL,86.1,86.2,180,5,80.0,5.5
Ryan Chapman,THO_UNI,89.9,86.2,12,4,77.6,5.9
Jacob Butler,USC_PAC,90.4,86.2,49,4,78.6,5.9
Walker Shaw,SOU_WES,88.4,86.2,179,5,80.2,5.6
Dallas Hairfield,LON_LAN,84.9,86.2,109,5,83.1,5.2
Jackson Koons,LIN_CCW,95.5,86.2,18,3,82.3,5.8
Will Marenghi,DAV_WIL,86.1,86.2,236,7,80.8,4.6
Avery Seaton,ALA_ANM,77.6,86.2,131,4,76.4,5.3
Steffan Fak,ARK_LIO,91.1,86.2,158,7,82.5,5.9
Seth Thompson,NOR_BIS,89.5,86.2,83,4,82.5,5.9
Jared Glenn,GON_BUL,94.3,86.2,72,4,83.1,5.9
Gene Blackmon,ERS_COL,94.6,86.2,59,4,70.8,4.7
Nolan Mccormack,MT._HOO,78.1,86.1,137,7,78.7,5.8
Miles Darvasula,SAN_DON,92.6,86.1,29,2,84.7,6.2
Ben Zink,WRI_RAI,84.3,86.1,92,8,85.2,5.6
Mason Dougan,HEN_COL,73.0,86.1,12,1,81.0,4.7
Abixael Sosa,JEF_UNI,90.5,86.1,16,3,82.4,6.5
Charlie Sauls,AND_TRO,95.4,86.1,153,5,86.7,6.4
Owen Hancock,OLE_REB,110.1,86.1,79,3,91.1,6.5
Josef Potter,AUS_COL,91.5,86.1,16,1,88.2,5.8
Frankie Bilecki,BUC_BIS,89.6,86.1,138,6,80.6,6.0
Will McCarthy,SUN_C,77.6,86.1,60,1,81.3,6.2
Trevor McGrath,DAL_COM,84.9,86.1,84,1,81.0,5.5
Nate Chown,ROA_COL,79.3,86.1,19,1,81.6,6.3
Alec Belardes,ARI_SUN,104.3,86.1,27,5,87.4,6.4
Dylan Knightly,MID_COL,92.3,86.1,172,5,80.1,6.0
Andre Wojartowicz,MOR_EAG,99.3,86.1,96,5,81.9,5.3
Brett Mallett,PAC_TIG,87.8,86.1,148,5,85.0,5.7
Ryan Henrickson,MON_COL,83.4,86.1,37,4,74.8,4.8
Paxton Tucker,CAR_UNI1,89.9,86.1,52,2,81.7,6.3
Aj Wydra,THO_UNI,86.5,86.0,119,3,82.0,5.6
Tyler Geivet,CHA_UNI1,95.4,86.0,10,2,83.1,6.1
Graham Whittle,COK_COB,87.8,86.0,63,3,76.8,5.9
Ben Berger,FRO_STA,86.1,86.0,28,3,78.8,5.9
Conor Gausselin,DAV_UNI,94.1,86.0,42,4,82.7,6.5
Matt Bottger,WAL_UNI,77.0,86.0,16,3,74.0,5.8
Luke Jacobson,VIL_WIL,100.1,86.0,63,2,89.1,7.3
Noah Albano,CAN_GRI,90.0,86.0,40,3,83.6,5.9
Ricky Erbeck,FAI_STA,98.5,86.0,101,5,88.1,5.3
Noah Vickers,TUS_PIO,83.7,86.0,90,5,76.8,5.5
Gage Wheaton,NIA_EAG,106.7,86.0,169,5,85.6,5.9
Diego Emerling,STM_GAE,98.4,85.9,162,6,85.5,5.0
Caleb Bohn,AUG_UNI1,81.8,85.9,49,3,86.0,5.8
Owen Lester,BRI_CLI,77.8,85.9,43,5,79.1,5.0
Miles Corcoran,CLE_CLE2,100.6,85.9,11,2,88.0,5.1
Aiden Harrell,SOU_ARK2,94.9,85.9,21,2,82.2,5.4
Crew Howell,TRE_VAL,91.0,85.9,125,5,80.8,5.6
Cade Nelson,BRI_CLI,86.3,85.9,100,5,81.2,5.2
Jacob Sciber,NOR_OKL,77.9,85.9,15,2,77.7,5.4
Austin Dennis,THO_MOR,91.5,85.9,103,4,81.0,5.8
Julio Gonzalez,MON_MUS,88.8,85.9,76,2,78.8,6.3
Brooks McDonnough,TNU,92.9,85.9,36,3,86.3,6.4
Bryce Mitchell,BUC_BIS,94.2,85.9,232,8,85.6,5.2
Jesse Kuzmich,WEB_INT1,86.4,85.9,83,5,78.9,5.6
Austin Madler,DAK_COU,90.9,85.9,28,4,74.0,6.3
Ben Price,DAL_COM,78.5,85.9,60,1,76.5,5.3
Dylan Kalmus,HEN_COL,75.5,85.8,85,1,81.4,5.3
Charlie Atkinson,DAL_PAT,94.8,85.8,17,4,86.1,6.9
Ryan Franklin,WEB_INT1,94.7,85.8,56,4,81.3,5.2
Weston Elkovitch,CAN_GRI,85.5,85.8,53,5,78.3,6.0
Caleb Stahr,GEO_COL2,84.9,85.8,31,3,77.4,5.9
Adam Winchell,VER_STA,75.2,85.8,9,2,81.4,6.0
Jake Rider,SOU_ARK2,85.8,85.8,31,3,79.7,5.4
JJ Neal,EC,85.0,85.8,140,3,83.0,5.7
Jaylen Merchant,MIZ_TIG,101.2,85.8,69,3,89.5,5.0
Noah Dewey,LIN_BEN,82.3,85.8,21,3,82.7,5.7
Cade Ogden,IOW_CEN,101.8,85.8,72,3,75.9,5.6
Cole McDaniel,SHO_UNI,87.6,85.8,53,3,77.5,6.1
Sebastian Lopez,SEA_RED,98.4,85.8,26,2,78.9,5.4
Wyatt Adams,WHI_COL,92.2,85.8,121,3,79.9,6.2
Carter Fink,NIA_EAG,102.5,85.8,39,3,85.5,6.3
Peter Janoski,SET_HIL,92.3,85.8,17,2,81.0,5.9
Joey Harmon,UTA_WOL,91.4,85.8,49,3,83.9,4.9
Aidan Denham,UMBC_RET,96.7,85.7,99,3,82.4,5.7
Maxwell Schumacher,UNI_WES1,93.0,85.7,85,3,81.7,5.5
Jan Melendez,FIS_COL,104.2,85.7,71,3,82.2,5.3
Aidan Gray,SAC_PIO,103.4,85.7,40,3,86.2,5.4
Tony Dirienzo,MAR_MAR7,78.9,85.7,93,3,73.0,5.3
James Rivera,MIS_DEL,84.0,85.7,37,4,77.6,5.4
Andrew Moore,Wal_Sen,104.5,85.7,20,3,87.3,5.2
Jansen Landen,BRA_UNI,80.4,85.7,37,4,76.4,6.1
Timmy Reeve,SAN_SPA,104.1,85.7,44,3,85.4,6.0
Mason Bell,SOU_IND16,94.9,85.7,91,5,83.1,5.0
Talon Mihalinac,NJI_HIG,83.9,85.7,164,5,83.3,5.7
Andrew Clelland,TOL_ROC,95.7,85.7,74,4,82.4,6.3
Hayden Gardner,UTA_STA,73.1,85.7,25,3,68.4,5.5
MJ Liyeos,PEP_WAV,85.7,85.7,114,5,81.7,5.4
Robert Bavon,LIT_TRO,98.2,85.7,61,4,85.4,5.6
Joe Ficoturo,DES_UNI,86.9,85.7,47,4,80.4,6.3
Jett Ah Sam,HAW_PAC,94.4,85.7,52,2,80.6,5.5
Jacob Kennedy,OKL_COW,89.9,85.7,7,3,84.5,5.3
Garret Nedd,TEX_LUT,85.1,85.7,97,4,76.8,6.3
Owen Berry,LEB_VAL,98.7,85.6,36,3,82.8,6.0
Tade Riordan,NJI_HIG,87.3,85.6,207,5,85.1,6.1
Austin Perando,CHA_GOL,93.5,85.6,27,4,83.4,5.6
Coleman Bobb,CSI_EAG,105.0,85.6,60,4,88.8,6.8
Troy Morel,JOH_MEL,84.4,85.6,60,1,81.7,6.1
Kensen Green,QUN_RYL,94.7,85.6,58,5,85.7,5.5
Quin Long,UTM_SKY,86.6,85.6,73,4,81.6,5.5
Tyler Pfirrmann,ADR_COL,79.2,85.6,11,1,86.4,5.9
Giovanni Sambito,AIR_FOR,90.4,85.6,45,6,81.6,5.8
Augie Walters,HOL_CRU,85.5,85.6,41,3,77.0,5.0
Ryan DeMartin,GEO_HOY,87.3,85.6,47,4,73.1,5.7
Will Blackburn,CAL_COM,81.1,85.6,69,4,75.0,4.9
Jack Smith,CEN_MIC,86.5,85.6,101,5,79.0,6.4
Nate Davila,MIS_DEL,76.7,85.6,31,3,73.1,6.2
Nehemiah Goodman,JOH_LOG3,95.4,85.6,84,3,89.6,6.3
Kam Walton,TEX_TIG,81.4,85.5,24,4,83.2,6.3
Trey Griffin,YOU_HAR,90.8,85.5,97,5,82.8,5.1
Jack Ingino,LEH_MOU,94.1,85.5,64,3,83.0,6.4
Lukas North,UNI_SAI1,91.7,85.5,164,3,78.1,5.2
Cris Banuelos,GLE_COM1,93.6,85.5,80,4,76.9,5.0
Austin Canale,BEL_UNI1,82.8,85.5,72,1,79.2,5.6
Jaedin Hurd,COP_STA,81.6,85.5,52,3,79.1,5.4
Tanner Wiggins,TEN_VOL,101.7,85.5,38,4,91.2,6.0
Erick Ballenilla,STU_BOB,101.7,85.5,12,3,83.4,5.5
Hunter Youngblood,WEB_INT1,85.4,85.5,51,3,76.7,6.4
Shaye Mctavish,UNI_PIK,106.0,85.5,76,3,84.4,5.9
Jack Topolski,EMU_EAG,89.7,85.5,62,5,81.6,6.0
Walker Pedante,LEN_BEA,88.4,85.5,106,4,86.6,5.6
Matt Poole,MOU_OLV,91.4,85.5,52,3,85.0,5.4
Jacob Camfield,ASB_UNI,83.9,85.5,69,4,78.1,5.8
Tyler Linnel,WES_UNI,89.4,85.5,31,4,71.6,5.8
Connor Kelly,NOR_UNI,87.1,85.5,20,3,85.0,6.7
Campbell Holt,AUS_GOV,101.5,85.5,59,5,79.8,5.0
Luke Boule,ALB_GRE,84.8,85.5,210,7,81.0,5.9
Cannon Rice,AUS_GOV,89.2,85.5,47,4,86.3,5.0
Dylan Eggl,OHI_BOB,84.2,85.4,44,4,84.7,5.2
Lance Mittelman,SPU_PEA,82.9,85.4,77,5,78.4,5.4
Caleb Smith,HAR_SIM,77.9,85.4,77,1,71.9,5.0
Tyler Cassidy,BER_COL,78.6,85.4,8,2,80.6,5.2
Manning Burgess,CIT_BUL,83.4,85.4,38,2,72.4,6.6
Josh Maccord,WIL_CAR,96.9,85.4,150,3,82.9,6.0
Josh Hernandez,CAM_UNI1,89.0,85.4,18,2,79.8,6.4
Lucas Quintana,VER_VER,74.7,85.4,63,2,75.0,5.0
Dakari Hayes,PRA_PAN,75.0,85.4,74,4,74.8,6.2
Michael Matthews,COP_STA,84.3,85.4,27,4,82.3,6.9
J.P. Gauthier,NIU_HUS,80.2,85.4,18,2,79.3,5.7
Parker Otte,IOW_CEN,92.7,85.4,205,2,85.2,5.3
Stephen Kwak,POM_COL,91.8,85.4,225,3,81.0,4.9
Peyton Kowalski,MAR_LIO,82.1,85.4,42,1,79.8,4.4
Richard Ferrer-Westrop,PRI_TIG,102.7,85.4,234,6,85.1,6.1
Jake Mello,WID_UNI,88.6,85.4,22,1,78.4,6.7
Nico Gorcoff,ORA_COA,81.3,85.4,25,3,77.1,5.6
Jackson Miller,CAL_UNI,76.6,85.3,27,4,77.2,6.0
Landan Browning,DAY_FLY,91.5,85.3,21,3,81.8,5.9
Oliver Barkal,MER_COL1,85.1,85.3,95,5,82.9,5.8
Aidan Cunningham,SOU_WES1,85.2,85.3,38,3,78.7,5.6
Lukas Touma,EIU_PAN,96.6,85.3,7,2,86.0,5.4
Alex Stanyek,MIA_HUR,114.4,85.3,40,3,86.9,5.5
Dane LeMaster,TJC_APA,96.2,85.3,39,3,86.5,5.2
Tate Sloan,EAS_TEX,84.1,85.3,50,1,84.5,5.6
Landon Flusche,EAS_OKL,84.9,85.3,68,3,82.9,5.9
Reid Wilson,BOS_PAR,75.1,85.3,20,2,74.2,5.8
Landen Harris,SPR_HIL1,81.3,85.3,14,3,78.7,5.6
Joe Valchar,ARM_BLA,92.7,85.3,369,6,82.6,5.7
Caden Addis,ILL_WES,79.9,85.3,33,3,77.4,6.8
Hudson Hart,ORA_GOL,95.8,85.3,62,4,86.2,5.9
Walker Fuller,NOR_SPA,80.3,85.3,66,3,81.5,5.3
Max Tramontana,APP_MOU,92.9,85.3,168,8,83.3,5.6
Jake Moore,OCC_T,83.6,85.3,88,4,77.5,6.4
Charlie Bagwell,AUB_UNI,91.8,85.2,40,3,78.1,5.6
Dom Trippi,ARM_BLA,104.2,85.2,41,2,85.8,6.1
Colin Godfrey,CHA_UNI,94.3,85.2,301,4,79.8,5.7
John Richmond,SHE_UNI,87.4,85.2,67,4,81.4,6.7
Colton Hanson,CLU_KIN,93.6,85.2,34,2,76.8,6.4
Kevin Matos,TEN_TEC,88.7,85.2,49,4,84.3,5.8
Kevin Pauly,GAR_RUN,87.1,85.2,26,4,85.3,5.8
Zach Dohrmann,UWM_PAN,88.7,85.2,184,8,82.6,6.1
Matthew Arrey,BAR_COM,85.6,85.2,32,2,78.5,5.6
Nick Petro,WAL_UNI,87.4,85.2,48,4,86.1,6.4
Johansel Brito,EAS_STR,85.8,85.2,18,1,83.4,6.0
Carter Norris,CAR_ALB,90.9,85.2,47,4,82.9,6.2
Khris Morris,UNC_SEA,105.0,85.2,109,6,85.3,5.2
Zachery Bohn,CAL_COM,90.1,85.2,15,4,81.7,5.5
Gavin Wilms,YSU_PEN,92.3,85.2,77,4,80.1,6.2
Caleb Freeman,JUD,96.7,85.2,58,5,81.7,6.5
Carter Calkin,WHI_COL1,86.1,85.2,37,4,72.6,6.5
Michael Diforte,SPU_PEA,87.1,85.2,210,7,80.8,5.6
Derek Peterson,MON_COL,83.8,85.2,29,3,75.8,5.7
Andrew Hart,CLE_CLE2,91.5,85.2,84,4,82.8,4.3
Caden Ross,CAR_UNI1,83.1,85.1,55,4,76.1,5.8
Ryder Loup,LOY_UNI,90.2,85.1,17,2,84.2,5.8
Andrew Jergins,GEO_HOY,96.9,85.1,148,7,81.4,4.7
Dylan Waite,HAW_WAR,100.6,85.1,19,3,83.5,5.9
Jackson Sorey,SOU_ARK,109.2,85.1,11,2,84.1,5.6
Brock Arender,UTM_SKY,89.0,85.1,28,3,82.2,6.2
Bennett Springer,GAL_WCS,84.4,85.1,72,3,84.4,6.0
Noah Castillo,CAR_UNI1,71.4,85.1,21,3,69.9,5.5
Brendan Clarke,SNT_LEO,90.8,85.1,12,2,83.7,6.6
Logan Bragg,UNI_FIN,85.3,85.1,54,3,77.6,6.3
Brody Leyboldt,IOW_WES,90.5,85.1,30,3,82.9,5.3
Spencer Garner,LIN_WIL1,73.1,85.1,16,2,75.3,6.2
Stephen Tolbert,SOU_JAG,90.2,85.1,93,4,84.0,6.4
Bryan Pazos,STU_BOB,88.3,85.1,247,6,80.1,5.7
Jaiden Wanamaker,KIN_COL,82.3,85.0,66,4,76.9,5.8
Kade Townsend,SOU_WES,86.9,85.0,81,4,75.3,6.3
Connor Kurki,NOK_NOR,87.1,85.0,86,6,81.0,5.9
Stryder Salas,SLU_BILL,103.6,85.0,88,4,88.0,5.3
Carter Danz,NOR_CAT,95.6,85.0,308,7,85.9,5.9
Trent Nagamine,PAC_BOX,85.6,85.0,15,1,81.0,5.5
Jayce Moore,BAK_COL,102.5,85.0,32,3,83.3,5.8
Seed Allred,KIN_UNI,83.4,85.0,17,3,81.4,4.6
Eamonn Mulhern,UWM_PAN,82.0,85.0,173,4,84.4,6.0
Andrew Ravelo,WAG_SEA,94.6,85.0,55,4,84.8,6.2
John Najdek,WID_UNI,79.6,85.0,22,1,81.3,5.6
Jordan Kingston,CHA_UNI,86.3,84.9,371,5,77.3,6.7
Dylan Nickle,CHO_UNI,83.1,84.9,38,4,77.7,5.4
Jackson Murphy,ROA_COL,91.5,84.9,51,1,80.4,6.4
Wade Rogers,WEB_STA,71.9,84.9,100,3,76.0,5.9
Edrian Rangel,SAN_FRA3,94.1,84.9,26,3,81.4,5.3
Jack Mcdonald,RAD_HIG,83.0,84.9,142,8,83.2,6.4
