Pitcher,PitcherTeam,TaggedPitchType,StuffPlus,PitchingPlus,Pitch_Count,Avg_Velocity,Avg_InducedVert,Avg_HorzBreak,Avg_SpinRate,Avg_Extension,Avg_RelHeight,Avg_RelSide
 Benjamin,IOW_CEN,Fastball,87.5,89.4,59,88.2,11.6,1.9,2154.5,6.0,6.0,0.3
 Benjamin,IOW_CEN,Slider,109.0,114.9,37,79.4,0.1,-11.0,2254.9,5.8,5.7,0.9
 Benjamin,IOW_CEN,Curveball,110.2,105.5,32,78.9,-8.8,-1.6,2042.0,5.6,6.2,0.1
 Benjamin,IOW_CEN,Cutter,109.2,86.5,5,82.3,2.0,-3.8,2123.7,5.3,5.7,0.7
 Benjamin,IOW_CEN,ChangeUp,86.5,21.3,1,82.3,13.4,-0.4,2328.0,5.7,5.8,0.8
 Sanchez,BET_WIL,Fastball,82.6,171.7,1,83.5,15.3,-9.3,1821.3,5.0,5.1,-1.2
 Sanchez,BET_WIL,FourSeamFastBall,82.9,17.3,1,83.8,14.6,-14.0,1725.7,5.2,5.1,-1.1
 Tollett,LOU_CAJ,Sinker,90.1,99.3,180,88.4,5.3,15.2,1908.1,6.3,5.8,1.2
 Tollett,LOU_CAJ,Slider,108.9,116.3,173,82.9,0.0,-2.8,2145.1,5.8,5.8,1.3
 Tollett,LOU_CAJ,Undefined,95.4,107.1,144,85.7,5.0,8.6,1910.3,6.3,5.8,1.3
 Tollett,LOU_CAJ,Cutter,103.1,108.8,135,85.6,3.9,0.2,2123.8,6.0,5.8,1.3
 Tollett,LOU_CAJ,Fastball,82.8,86.5,114,88.8,8.1,13.4,1939.5,6.4,5.9,1.3
 Tollett,LOU_CAJ,ChangeUp,94.3,86.3,59,83.5,6.9,10.4,1575.1,6.0,5.8,1.3
 Tollett,LOU_CAJ,Curveball,107.6,111.4,51,80.2,-5.9,-8.3,2176.0,5.7,5.8,1.3
 Tollett,LOU_CAJ,Other,86.6,81.1,6,86.1,5.0,6.4,2033.9,6.3,5.8,1.5
A.J. Hiestand,WAG_SEA,Slider,93.7,71.6,13,76.9,1.8,3.3,2096.6,4.9,5.0,1.2
A.J. Hiestand,WAG_SEA,Curveball,95.2,78.6,10,72.8,-4.3,-2.3,2303.4,4.7,5.2,0.9
A.J. Hiestand,WAG_SEA,Fastball,82.5,103.4,8,85.0,16.5,17.5,2061.6,5.0,5.3,1.3
A.J. Hiestand,WAG_SEA,ChangeUp,96.4,84.5,4,77.2,1.9,7.2,2007.4,5.1,5.0,1.3
A.J. Russell,TEN_VOL,Fastball,115.0,120.4,176,93.7,14.3,16.6,2402.0,6.1,5.0,2.0
A.J. Russell,TEN_VOL,Slider,138.0,123.1,44,84.8,5.3,-7.2,2532.8,5.6,5.1,2.0
A.J. Russell,TEN_VOL,ChangeUp,115.9,114.3,22,85.3,5.4,18.6,2109.0,6.0,4.8,2.2
A.J. Russell,TEN_VOL,Curveball,114.2,88.7,9,79.0,-4.2,-8.6,2427.0,5.7,5.2,2.1
AJ Beltre,SAN_TOR,Fastball,89.3,92.7,43,91.1,13.6,11.6,2142.0,5.9,5.7,1.5
AJ Beltre,SAN_TOR,Slider,109.7,104.9,22,78.6,-7.0,-13.9,2436.4,5.1,5.6,1.6
AJ Beltre,SAN_TOR,Curveball,106.5,73.8,3,78.7,-10.4,-12.7,2336.4,5.1,5.7,1.6
AJ Beltre,SAN_TOR,ChangeUp,102.3,148.5,1,83.8,7.4,17.4,1572.8,5.6,5.7,1.8
AJ Buenaseda,Gol_W,Fastball,89.6,88.2,40,82.3,13.3,13.5,1901.7,6.3,5.4,1.3
AJ Buenaseda,Gol_W,ChangeUp,94.7,105.2,10,77.3,1.6,12.2,1361.4,6.1,5.5,1.3
AJ Buenaseda,Gol_W,Slider,91.4,82.8,10,75.7,-0.2,-6.3,2247.5,5.7,5.4,1.4
AJ Callaway,CAR_UNI1,Fastball,68.6,64.4,19,74.1,14.4,12.1,1635.1,5.5,6.4,1.2
AJ Callaway,CAR_UNI1,Curveball,87.8,23.6,2,65.9,-1.9,-14.6,2002.6,4.8,6.2,1.6
AJ Camp,CHA_FOR,Slider,125.8,123.4,234,81.0,3.9,5.7,2245.9,5.8,5.6,-2.7
AJ Camp,CHA_FOR,Fastball,101.4,112.6,192,90.6,16.5,-8.0,2170.2,5.9,6.1,-1.9
AJ Camp,CHA_FOR,ChangeUp,117.1,103.9,103,80.4,10.4,-12.6,1619.7,6.1,5.6,-2.5
AJ Camp,CHA_FOR,Cutter,124.0,112.8,15,81.1,7.0,3.1,2203.8,6.0,5.6,-2.9
AJ Camp,CHA_FOR,FourSeamFastBall,123.8,146.4,14,91.2,19.5,-9.4,2160.5,6.1,6.2,-2.0
AJ Camp,CHA_FOR,Undefined,115.6,108.4,8,86.6,15.9,-10.1,1943.8,5.9,6.0,-2.2
AJ Camp,CHA_FOR,Splitter,125.0,111.2,1,80.8,1.6,7.8,2189.2,6.2,5.6,-2.4
AJ Campbell,BAR_COL,Fastball,81.7,84.6,98,89.5,14.9,11.0,2356.2,5.5,6.1,1.5
AJ Campbell,BAR_COL,Slider,123.2,127.0,64,78.9,3.3,-15.1,2709.3,4.6,6.0,1.7
AJ Campbell,BAR_COL,Curveball,108.4,105.0,31,74.1,-13.8,-14.8,2625.6,5.0,6.4,1.1
AJ Campbell,BAR_COL,ChangeUp,91.9,108.9,10,83.3,10.9,10.5,2086.1,5.3,6.0,1.6
AJ Colarusso,BOC_EAG,Fastball,110.1,119.9,456,88.4,19.5,-7.6,2151.3,5.7,5.9,-1.0
AJ Colarusso,BOC_EAG,Slider,118.6,116.2,211,81.5,3.6,6.4,2349.2,5.2,5.7,-1.4
AJ Colarusso,BOC_EAG,ChangeUp,108.7,102.9,138,81.9,12.7,-15.2,2045.6,5.5,5.8,-1.1
AJ Colarusso,BOC_EAG,Curveball,106.3,104.9,65,73.1,-11.5,13.6,2521.7,4.9,5.9,-1.1
AJ Colarusso,BOC_EAG,FourSeamFastBall,98.6,123.3,33,88.1,19.6,-6.7,2093.2,5.6,5.8,-1.0
AJ Colarusso,BOC_EAG,Cutter,113.4,100.3,26,82.9,11.4,2.4,2331.4,5.3,5.8,-1.3
AJ Colarusso,BOC_EAG,Other,67.8,52.5,1,,,,,,,
AJ Colarusso,BOC_EAG,Sinker,114.2,39.6,1,78.3,-4.7,10.8,2314.9,5.1,5.8,-1.4
AJ Colarusso,BOC_EAG,Sweeper,103.2,112.1,1,84.3,6.3,4.9,2383.7,5.5,5.8,-1.5
AJ Frausto,SAN_TOR,Fastball,97.1,103.4,150,88.5,17.8,4.8,2386.5,6.1,5.7,1.6
AJ Frausto,SAN_TOR,Slider,116.0,90.2,74,81.6,2.7,-4.5,2521.1,5.5,5.7,1.6
AJ Frausto,SAN_TOR,Curveball,102.5,92.2,43,76.5,-9.5,-11.6,2394.5,5.5,5.8,1.5
AJ Frausto,SAN_TOR,Cutter,118.8,97.7,34,84.0,5.3,-3.2,2627.0,5.4,5.8,1.7
AJ Frausto,SAN_TOR,ChangeUp,102.1,36.7,4,82.7,3.5,12.3,1110.2,5.9,5.6,1.5
AJ Hacker,MOR_EAG,Fastball,89.9,92.3,127,87.3,18.7,9.7,2124.5,6.3,6.1,2.1
AJ Hacker,MOR_EAG,Slider,95.1,95.7,63,73.5,-1.3,-8.9,2088.0,5.6,5.9,2.4
AJ Hacker,MOR_EAG,ChangeUp,102.0,86.6,17,78.2,3.5,6.8,1618.5,6.2,5.8,2.4
AJ Hacker,MOR_EAG,Curveball,97.4,93.2,17,72.7,-1.3,-9.4,2176.2,5.9,6.0,2.2
AJ Hacker,MOR_EAG,FourSeamFastBall,98.5,105.6,12,89.6,19.1,11.0,2243.2,6.1,6.1,2.1
AJ Hacker,MOR_EAG,Undefined,93.2,111.8,9,79.0,9.9,0.6,2066.7,6.3,6.1,2.2
AJ Hootman,LIN_MEM,Fastball,87.0,63.7,15,83.7,15.9,12.5,1995.8,5.9,5.9,0.9
AJ Hootman,LIN_MEM,Slider,90.2,38.6,2,79.5,7.8,-0.8,1946.5,5.9,5.8,1.1
AJ Hutcheson,ORE_BEA,Sinker,101.8,116.0,217,88.4,3.3,22.0,2251.4,5.7,3.3,3.0
AJ Hutcheson,ORE_BEA,Slider,123.2,123.1,104,77.1,4.1,-13.9,3041.6,5.4,3.0,3.2
AJ Hutcheson,ORE_BEA,Fastball,111.7,112.6,65,89.8,9.6,19.5,2327.6,5.8,4.1,3.0
AJ Hutcheson,ORE_BEA,TwoSeamFastBall,106.0,126.6,27,88.4,5.0,23.6,2223.8,5.6,3.6,3.1
AJ Hutcheson,ORE_BEA,Sweeper,114.5,132.0,13,76.5,5.5,-15.2,3093.8,5.6,3.0,3.1
AJ Hutcheson,ORE_BEA,ChangeUp,97.8,95.3,10,81.2,-1.0,18.7,1719.5,5.7,3.0,3.1
AJ Hutcheson,ORE_BEA,Undefined,67.8,63.8,1,,,,,,,
AJ Jones,RHO_RAM,Fastball,102.2,101.8,194,89.3,18.6,5.5,2146.5,6.2,5.6,0.7
AJ Jones,RHO_RAM,Slider,116.4,104.2,106,81.4,0.6,-6.2,2336.0,5.6,5.7,0.7
AJ Jones,RHO_RAM,Cutter,116.3,109.2,37,82.8,3.8,-3.8,2336.2,5.6,5.5,1.0
AJ Jones,RHO_RAM,Curveball,108.7,91.1,25,77.2,-10.8,-10.3,2535.1,5.6,5.6,0.8
AJ Jones,RHO_RAM,ChangeUp,100.4,91.1,17,82.9,11.8,12.8,1329.4,6.0,5.4,1.1
AJ Jones,RHO_RAM,FourSeamFastBall,103.4,122.8,5,89.0,20.2,7.4,2203.8,6.0,5.8,0.3
AJ Jones,RHO_RAM,Splitter,94.5,56.8,3,83.8,8.7,8.5,838.1,6.2,5.3,1.0
AJ Jones,RHO_RAM,Sweeper,97.2,75.6,3,77.9,-1.3,-15.8,2511.8,4.9,5.6,1.0
AJ Kostic,CEN_MIC,Fastball,94.6,97.2,284,88.2,16.6,19.2,2246.7,6.1,5.8,1.5
AJ Kostic,CEN_MIC,Slider,106.8,98.2,137,81.1,8.3,2.3,2150.4,6.1,5.5,1.8
AJ Kostic,CEN_MIC,ChangeUp,121.7,104.0,98,79.4,8.3,14.5,2056.1,6.1,5.6,1.8
AJ Kostic,CEN_MIC,Curveball,104.4,109.1,61,73.4,-9.8,-8.6,2179.7,5.7,5.8,1.5
AJ Kostic,CEN_MIC,Cutter,100.4,91.0,31,82.6,8.9,2.4,2181.3,6.2,5.4,1.9
AJ Kostic,CEN_MIC,Sinker,92.2,103.6,22,88.9,14.2,19.3,2216.8,6.1,5.5,1.5
AJ Lausten,STJ_RED,Fastball,95.8,93.1,139,88.3,17.1,15.3,2057.4,6.1,5.6,1.5
AJ Lausten,STJ_RED,ChangeUp,97.5,92.6,95,80.6,11.7,13.9,1511.2,6.5,5.3,1.7
AJ Lausten,STJ_RED,Curveball,99.4,103.5,32,74.8,-2.2,-3.7,2004.1,5.6,5.6,1.4
AJ Lausten,STJ_RED,Sinker,90.7,90.6,19,87.2,15.8,14.6,2017.8,6.2,5.5,1.4
AJ Lausten,STJ_RED,Slider,100.6,55.8,17,73.7,-4.2,-10.1,2166.1,5.5,5.4,1.4
AJ Lenn,GOS_COL,Fastball,78.6,74.5,32,83.8,6.4,10.8,1964.7,5.8,5.1,1.2
AJ Lenn,GOS_COL,Slider,98.7,112.2,12,76.4,-3.6,-9.2,2450.3,5.1,5.0,1.4
AJ Lenn,GOS_COL,ChangeUp,87.3,123.9,5,77.5,2.2,9.6,1904.9,5.3,5.0,1.3
AJ Lenn,GOS_COL,Curveball,90.3,25.5,1,76.5,-3.5,-8.6,2351.0,5.1,5.0,1.6
AJ Levandoski,WIL_UNI1,Undefined,83.2,102.1,33,79.6,7.4,-4.9,2083.9,5.5,6.0,-1.2
AJ Lipscomb,ELI_BLU,Undefined,85.5,87.9,95,78.1,15.3,8.7,1856.5,7.1,5.9,1.3
AJ McAninch,MAR_THU,Curveball,101.7,109.2,23,74.4,-5.9,-8.3,2546.7,4.7,6.2,0.6
AJ McAninch,MAR_THU,Undefined,96.1,101.4,18,79.5,3.2,5.4,2221.0,5.1,6.1,0.5
AJ McAninch,MAR_THU,Slider,101.0,81.6,16,75.2,-4.4,-5.3,2525.8,4.9,6.0,0.6
AJ McAninch,MAR_THU,Fastball,76.6,81.8,14,85.4,14.0,15.8,2068.7,5.6,6.2,0.3
AJ McAninch,MAR_THU,TwoSeamFastBall,80.3,73.2,10,86.1,9.5,10.5,1988.2,5.2,6.2,0.4
AJ McAninch,MAR_THU,ChangeUp,96.4,76.1,5,79.2,10.2,13.5,1493.9,5.5,6.0,0.6
AJ McAninch,MAR_THU,Sinker,90.4,21.2,1,84.4,13.3,19.3,1806.4,5.4,6.4,0.3
AJ Murray,BUC_BIS,Fastball,87.1,94.3,188,88.1,17.5,11.9,2288.8,5.8,6.0,1.4
AJ Murray,BUC_BIS,Slider,97.7,82.4,69,75.6,-1.6,-7.7,2057.6,5.4,5.8,1.6
AJ Murray,BUC_BIS,ChangeUp,104.0,97.7,54,81.0,6.7,13.6,1602.1,6.1,5.7,1.7
AJ Murray,BUC_BIS,Curveball,95.9,105.2,29,75.7,-3.3,-5.5,1993.4,5.7,5.9,1.4
AJ Murray,BUC_BIS,FourSeamFastBall,84.0,101.3,28,87.4,17.6,11.7,2279.3,5.9,5.9,1.2
AJ Murray,BUC_BIS,Cutter,92.4,97.4,1,81.8,9.7,12.7,1852.1,6.8,5.8,1.7
AJ Petraitis,MOY_MOY,Undefined,85.4,89.7,89,84.2,13.0,7.7,2164.9,6.1,6.2,1.7
AJ Petraitis,MOY_MOY,Fastball,77.8,81.5,69,84.8,11.9,8.8,2086.9,6.5,6.1,1.5
AJ Petraitis,MOY_MOY,Cutter,98.4,82.0,9,77.7,4.0,-2.9,2230.6,6.0,6.0,1.6
AJ Petraitis,MOY_MOY,ChangeUp,105.5,125.3,6,77.8,5.3,15.4,1641.5,6.4,5.7,1.9
AJ Petraitis,MOY_MOY,Slider,96.4,119.1,4,78.2,3.5,-3.4,2427.7,6.0,6.0,1.8
AJ Pino,FOR_RAM,Fastball,96.2,99.4,102,87.5,16.9,-12.8,2249.5,5.6,5.8,-1.1
AJ Pino,FOR_RAM,Slider,108.7,99.4,51,77.2,-1.0,7.8,2427.9,5.1,5.4,-1.3
AJ Pino,FOR_RAM,FourSeamFastBall,84.8,94.1,31,86.8,16.6,-9.8,2257.2,5.9,5.8,-1.0
AJ Pino,FOR_RAM,Curveball,105.3,67.2,9,73.5,-8.0,12.5,2425.3,5.2,5.5,-1.1
AJ Pino,FOR_RAM,ChangeUp,108.6,68.8,6,83.0,3.9,-20.4,1889.0,6.2,5.2,-1.5
AJ Pino,FOR_RAM,Undefined,67.8,63.8,1,,,,,,,
AJ Rasmussen,IOW_CEN,Fastball,80.0,79.5,25,87.3,10.2,10.6,2067.3,6.4,5.2,0.5
AJ Rasmussen,IOW_CEN,Slider,101.2,101.8,10,77.5,-5.7,-13.4,2150.7,5.7,5.1,0.7
AJ Rasmussen,IOW_CEN,Curveball,100.1,125.1,5,77.9,-9.7,-12.6,2103.3,5.9,5.1,0.7
AJ Rasmussen,IOW_CEN,Sinker,81.6,67.8,3,86.0,7.7,13.8,2012.6,6.1,5.2,0.7
AJ Roettger,Irv_Val,Fastball,83.1,71.9,33,85.6,17.3,15.2,2059.2,5.6,5.9,1.3
AJ Roettger,Irv_Val,ChangeUp,102.0,77.4,17,77.5,8.7,11.2,1693.8,5.7,5.7,1.6
AJ Roettger,Irv_Val,Slider,98.5,51.7,5,75.2,5.6,-0.7,1953.2,5.4,5.8,1.4
AJ Rooks,EAS_CON,Fastball,98.1,109.9,9,81.7,21.8,-8.5,1946.6,6.0,6.4,-1.7
AJ Rooks,EAS_CON,ChangeUp,92.0,71.7,4,75.4,16.4,-10.7,1662.4,6.4,6.3,-1.7
AJ Truman,MIL_COM,Slider,94.0,114.5,14,74.9,2.7,-2.7,2276.9,5.3,6.5,1.4
AJ Truman,MIL_COM,Fastball,85.2,53.2,4,82.8,20.9,8.1,2254.7,5.9,6.5,1.4
AJ Truman,MIL_COM,ChangeUp,95.4,84.8,1,76.5,14.7,16.2,1968.1,6.0,6.4,1.3
AJ Truman,MIL_COM,Curveball,90.4,17.3,1,76.1,2.9,-7.1,2275.6,5.0,6.5,1.4
AJ Valle,COL_LION,Slider,109.9,105.0,51,78.8,-5.2,-9.1,2624.8,5.1,5.8,2.5
AJ Valle,COL_LION,Cutter,87.0,85.1,29,83.8,7.6,-0.1,2105.3,5.4,6.1,2.1
AJ Valle,COL_LION,Fastball,81.0,59.7,8,84.7,7.5,4.7,2188.4,5.3,6.1,2.3
AJ Valle,COL_LION,ChangeUp,107.9,111.7,1,78.9,-4.3,-5.6,2339.3,5.4,6.2,1.9
Aaron Arnold,WIC_SHO,Fastball,108.6,111.9,387,92.3,16.3,6.2,2249.1,6.6,5.6,2.2
Aaron Arnold,WIC_SHO,Curveball,106.5,121.8,61,77.7,-5.1,-7.4,2302.2,6.0,5.6,2.3
Aaron Arnold,WIC_SHO,Slider,107.8,111.3,45,78.7,-3.2,-6.9,2300.7,5.7,5.6,2.2
Aaron Arnold,WIC_SHO,ChangeUp,101.5,103.1,43,85.5,8.6,13.6,1705.3,6.4,5.5,2.5
Aaron Arnold,WIC_SHO,Undefined,127.9,121.2,8,91.6,16.4,5.2,2286.6,6.7,5.6,2.3
Aaron Arnold,WIC_SHO,Cutter,104.6,101.1,6,85.2,10.5,-0.7,2133.5,6.1,5.6,2.4
Aaron Arnold,WIC_SHO,FourSeamFastBall,148.7,18.5,1,93.4,21.3,4.2,2270.2,6.0,5.7,2.2
Aaron Boster,NOK_NOR,Fastball,98.0,93.6,172,86.8,17.3,-12.9,2027.4,7.0,5.8,-1.9
Aaron Boster,NOK_NOR,ChangeUp,114.4,110.2,48,75.0,8.3,-13.8,1404.0,6.8,5.7,-2.1
Aaron Boster,NOK_NOR,Slider,110.2,104.6,47,74.5,1.4,8.5,2259.5,6.1,5.6,-2.4
Aaron Boster,NOK_NOR,Curveball,110.3,111.0,21,71.0,-7.4,14.8,2246.2,6.5,5.4,-2.6
Aaron Burchett,BRE_TOR,Slider,79.5,75.5,17,73.7,4.3,-0.7,2193.2,4.9,5.2,2.5
Aaron Burchett,BRE_TOR,Fastball,74.2,93.3,12,78.3,10.3,8.6,2068.0,5.4,5.3,2.5
Aaron Burchett,BRE_TOR,ChangeUp,79.0,83.1,3,76.3,5.7,10.2,1858.3,5.3,5.2,2.6
Aaron Calhoun,ARL_MAV,Fastball,87.9,91.7,196,90.2,11.0,15.7,2323.8,5.7,5.8,1.5
Aaron Calhoun,ARL_MAV,Sinker,87.6,89.6,82,90.0,10.4,16.3,2297.2,5.6,5.7,1.5
Aaron Calhoun,ARL_MAV,ChangeUp,96.4,96.7,26,85.1,9.2,13.5,2120.2,5.6,5.9,1.3
Aaron Calhoun,ARL_MAV,Curveball,97.5,102.9,7,86.8,7.5,13.1,2192.0,5.6,5.8,1.5
Aaron Calhoun,ARL_MAV,Slider,126.0,101.2,4,80.1,6.3,-7.4,2348.8,5.4,5.5,1.5
Aaron Calhoun,ARL_MAV,Cutter,107.4,147.3,2,86.9,12.8,1.4,2380.4,5.8,5.5,1.1
Aaron Diaz,COK_COB,ChangeUp,81.4,95.3,25,77.1,12.1,11.0,1418.1,5.5,5.2,1.2
Aaron Diaz,COK_COB,Fastball,86.3,100.6,22,82.9,18.0,13.9,2044.8,5.7,5.3,0.8
Aaron Diaz,COK_COB,Slider,82.6,49.2,8,74.1,2.5,-1.1,1869.0,4.8,5.2,1.0
Aaron Diaz,COK_COB,Cutter,96.2,150.6,1,78.3,9.2,3.6,2116.7,5.6,5.2,1.0
Aaron Duffy,CAN_GRI,Curveball,101.9,97.3,37,74.1,-15.8,-10.2,2626.8,4.8,6.2,1.4
Aaron Duffy,CAN_GRI,Fastball,74.6,80.0,36,85.6,11.3,3.5,2104.8,5.2,6.5,1.5
Aaron Duffy,CAN_GRI,Cutter,80.6,81.6,27,84.9,10.8,3.0,2161.4,5.2,6.4,1.0
Aaron Duffy,CAN_GRI,ChangeUp,102.3,79.6,6,78.1,5.0,9.2,1039.1,5.4,6.2,1.4
Aaron Duffy,CAN_GRI,Splitter,109.6,79.5,4,78.9,5.6,11.7,1130.2,5.4,6.2,0.9
Aaron Duffy,CAN_GRI,Slider,99.0,97.7,2,74.9,-14.4,-13.5,2712.1,4.9,6.1,1.6
Aaron England,LOU_CAR,Fastball,107.9,105.5,56,89.6,17.7,-12.9,2235.8,6.1,5.6,-1.6
Aaron England,LOU_CAR,Splitter,113.3,106.6,33,80.6,1.2,-9.4,1097.1,6.0,5.5,-1.6
Aaron England,LOU_CAR,Slider,112.1,101.7,15,79.5,1.7,5.4,2179.8,6.0,5.2,-1.8
Aaron England,LOU_CAR,ChangeUp,108.8,110.7,2,80.5,2.5,-8.3,1270.7,5.9,5.5,-1.6
Aaron George,LIM_STO,Fastball,85.8,87.0,166,83.9,14.5,15.2,2018.5,6.4,5.2,1.8
Aaron George,LIM_STO,Slider,104.0,97.3,82,76.0,9.7,-2.3,2269.2,6.0,5.2,1.7
Aaron George,AUB_UNI,Fastball,88.0,122.6,33,85.7,16.7,13.6,2060.1,6.2,5.5,1.7
Aaron George,LIM_STO,ChangeUp,85.5,93.9,14,79.2,9.3,11.7,1711.8,6.3,4.9,1.9
Aaron George,AUB_UNI,Curveball,106.3,87.0,8,76.0,5.8,-8.3,2400.2,5.6,5.5,1.6
Aaron George,AUB_UNI,ChangeUp,90.0,63.4,3,81.3,5.4,15.1,1570.5,6.2,5.4,2.1
Aaron George,AUB_UNI,Cutter,97.4,118.8,2,80.3,10.6,1.9,2038.7,5.8,5.5,1.7
Aaron George,AUB_UNI,Slider,103.9,19.3,1,78.2,8.4,-1.0,2426.5,5.9,5.6,1.6
Aaron Herst,CLA_CLA,Fastball,85.8,93.7,37,82.1,1.8,-15.7,1753.4,5.0,4.5,-3.6
Aaron Herst,CLA_CLA,ChangeUp,89.2,107.9,33,75.9,7.5,-12.2,1438.3,5.4,4.7,-3.4
Aaron Herst,CLA_CLA,Slider,108.1,102.8,28,72.4,0.7,14.3,2336.4,5.2,4.5,-3.4
Aaron Herst,CLA_CLA,TwoSeamFastBall,87.7,122.2,16,82.5,3.5,-19.4,1875.3,5.5,4.6,-3.4
Aaron Herst,CLA_CLA,Curveball,101.2,21.6,1,70.3,-2.1,15.6,2405.4,5.4,4.5,-3.3
Aaron Kniffin,SAN_AZT,Fastball,86.4,98.7,71,84.7,17.2,3.7,2374.8,5.9,5.7,1.5
Aaron Kniffin,SAN_AZT,Curveball,93.1,86.3,17,73.1,-10.8,-13.3,2231.6,5.5,5.9,1.3
Aaron Kniffin,SAN_AZT,Slider,94.2,82.5,13,72.2,-9.7,-11.7,2153.1,5.2,5.6,1.3
Aaron Kniffin,SAN_AZT,ChangeUp,96.2,92.0,12,80.2,12.5,11.8,2128.0,6.0,5.8,1.4
Aaron Kniffin,SAN_AZT,Cutter,89.3,59.0,5,84.1,10.7,-0.2,2165.9,5.5,5.5,1.5
Aaron Lewis,AUS_GOV,Slider,109.1,113.0,75,76.8,-2.0,-14.5,2481.5,5.3,5.1,1.8
Aaron Lewis,AUS_GOV,Fastball,83.0,87.9,51,88.0,14.9,16.3,2057.4,5.7,5.7,1.5
Aaron Lewis,AUS_GOV,FourSeamFastBall,89.3,93.5,26,88.4,16.2,14.9,2054.1,5.8,5.4,1.5
Aaron Lewis,AUS_GOV,ChangeUp,108.4,128.5,21,80.5,5.4,19.1,2110.7,6.0,5.0,1.8
Aaron Lewis,AUS_GOV,Curveball,102.2,117.7,5,75.8,-7.8,-11.4,2509.3,5.3,5.4,1.7
Aaron Lewis,AUS_GOV,Sinker,79.3,118.3,4,86.6,12.4,16.1,2036.0,5.8,5.3,1.4
Aaron Martinez,ANG_COL,Fastball,80.9,77.0,12,86.8,16.8,10.7,2185.2,6.9,6.1,2.5
Aaron Martinez,ANG_COL,Slider,94.7,63.4,5,75.6,-1.3,-5.2,2014.8,6.4,5.9,2.7
Aaron Massie,NOK_NOR,Slider,114.6,104.7,120,81.2,3.9,-3.5,2340.6,5.2,6.0,0.6
Aaron Massie,NOK_NOR,Fastball,98.8,81.1,52,88.2,18.4,2.2,2161.1,5.9,6.0,0.4
Aaron Massie,NOK_NOR,Undefined,104.8,89.8,38,81.1,6.2,-2.1,2175.7,5.4,5.8,0.9
Aaron Massie,NOK_NOR,Cutter,100.2,93.8,25,83.6,8.5,0.4,2217.5,5.6,5.9,0.6
Aaron Massie,NOK_NOR,ChangeUp,93.3,48.3,5,83.7,11.8,11.9,1650.9,5.9,5.8,0.8
Aaron Massie,NOK_NOR,Splitter,97.9,57.9,1,85.7,13.4,-2.1,2369.5,5.4,5.9,0.1
Aaron Matthews,GOS_COL,Fastball,82.7,78.6,31,82.4,9.5,16.4,1951.3,5.6,4.7,1.9
Aaron Matthews,GOS_COL,ChangeUp,86.9,81.5,6,75.4,0.7,6.8,1989.0,5.8,4.7,1.8
Aaron Matthews,GOS_COL,Slider,92.6,78.8,4,71.8,0.0,-8.0,2189.3,5.3,4.8,1.8
Aaron McCoy,TNU,Fastball,72.6,74.1,16,86.1,16.3,9.2,1869.3,6.0,6.5,1.8
Aaron McCoy,TNU,ChangeUp,91.0,105.9,4,81.2,11.0,14.4,1675.2,5.7,6.4,1.8
Aaron McCoy,TNU,Slider,98.0,76.3,4,77.2,-4.4,-2.8,1728.6,5.3,6.5,1.8
Aaron Mingo,LON_BEA,Fastball,76.6,79.1,172,84.3,17.0,10.3,1891.7,6.0,6.4,0.7
Aaron Mingo,LON_BEA,Slider,96.0,92.5,35,76.1,3.6,-2.8,1815.0,5.7,6.3,0.8
Aaron Mingo,LON_BEA,ChangeUp,87.1,103.0,17,79.3,11.5,7.3,1713.8,5.9,6.4,0.9
Aaron Mingo,LON_BEA,Curveball,95.2,111.0,8,74.4,3.1,-2.6,1798.0,5.6,6.3,0.8
Aaron Morris,DIX_STE,Fastball,91.3,94.7,184,89.4,14.4,10.4,1868.8,6.1,5.1,1.6
Aaron Morris,DIX_STE,Slider,115.5,111.6,120,80.4,3.2,-9.7,2413.6,5.9,5.0,1.8
Aaron Morris,DIX_STE,Cutter,104.3,91.7,17,84.6,8.0,-0.6,2339.9,6.1,5.0,1.8
Aaron Morris,DIX_STE,Splitter,84.6,156.5,1,86.6,10.9,14.3,1801.0,6.1,5.3,1.5
Aaron Moss,IND_SYC,Undefined,95.1,89.5,101,84.8,11.3,5.3,2101.6,6.1,5.2,2.5
Aaron Moss,IND_SYC,Fastball,94.5,112.1,62,87.3,16.4,7.7,2096.6,6.3,5.4,2.4
Aaron Moss,IND_SYC,Cutter,100.6,93.6,35,82.0,8.8,-1.2,2260.3,5.9,5.3,2.5
Aaron Moss,IND_SYC,FourSeamFastBall,92.2,90.4,15,87.0,15.6,5.3,2110.7,5.9,5.2,2.5
Aaron Moss,IND_SYC,ChangeUp,94.0,85.1,10,83.5,10.1,16.9,2118.6,6.1,5.2,2.5
Aaron Moss,IND_SYC,Slider,106.3,85.4,7,78.0,5.7,-7.2,2373.0,5.7,5.3,2.6
Aaron Nease,SMU_SAI,Curveball,87.1,112.7,26,71.5,-6.5,-11.5,2525.1,4.6,6.2,2.3
Aaron Nease,SMU_SAI,ChangeUp,84.1,95.4,10,74.8,12.4,13.5,1871.4,5.3,6.0,2.2
Aaron Nease,SMU_SAI,Fastball,75.0,19.0,3,79.8,15.2,3.9,1891.9,5.1,6.4,1.9
Aaron Potter,NOF_OSP,Fastball,106.7,102.9,39,92.3,18.2,12.0,2180.1,5.7,5.8,1.6
