Pitcher,PitcherTeam,TaggedPitchType,StuffPlus,PitchingPlus,Pitch_Count,Avg_Velocity,Avg_InducedVert,Avg_HorzBreak,Avg_SpinRate,Avg_Extension,Avg_RelHeight,Avg_RelSide
Spencer Dessart,CAL_BEA,Cutter,121.5,102.7,62,84.7,6.8,-1.2,2439.4,5.4,5.9,2.8
Spencer Dessart,CAL_BEA,ChangeUp,107.8,101.1,44,82.6,10.7,4.7,1774.2,5.6,5.8,3.0
Spencer Dessart,CAL_BEA,Splitter,139.2,91.2,1,82.2,6.9,-9.0,904.4,4.9,6.1,2.8
Spencer Floyd,LEN_BEA,FourSeamFastBall,101.2,97.6,40,91.6,18.8,9.1,2149.6,6.0,6.0,1.0
Spencer Floyd,LEN_BEA,Fastball,103.0,85.6,17,89.0,21.1,6.0,2101.5,6.6,6.3,0.5
Spencer Floyd,LEN_BEA,Slider,104.3,62.6,8,76.2,-2.2,-8.3,1858.6,5.4,6.0,1.3
Spencer Garner,LIN_WIL1,Fastball,70.7,89.1,12,77.8,12.3,9.5,1796.5,6.4,5.5,0.8
Spencer Garner,LIN_WIL1,Slider,80.3,73.0,4,67.7,-2.9,-5.2,1836.1,5.5,5.5,0.9
Spencer Hatch,TAR_TEX,Fastball,92.4,100.8,11,84.7,17.5,-8.1,2245.8,5.9,5.8,-2.6
Spencer Hatch,TAR_TEX,Slider,103.3,90.0,11,74.4,-1.8,12.1,2270.7,5.4,5.7,-2.6
Spencer Hatch,TAR_TEX,ChangeUp,85.6,78.9,6,81.4,12.2,-13.2,1804.6,5.9,5.8,-2.7
Spencer Hill,OSU_BUC,Slider,123.3,118.9,37,80.1,1.2,-5.0,2461.0,5.5,6.2,2.1
Spencer Hill,OSU_BUC,Fastball,97.8,82.9,26,92.9,15.5,3.4,2435.2,5.7,6.5,1.9
Spencer Hill,OSU_BUC,FourSeamFastBall,92.1,52.3,8,94.0,15.7,5.7,2323.7,6.0,6.3,2.6
Spencer Hill,OSU_BUC,Curveball,142.8,53.5,1,83.2,0.4,-4.1,2729.8,5.4,6.3,1.8
Spencer Jenkins,WHI_COL1,Fastball,82.9,84.1,67,82.5,15.0,-7.6,2101.5,6.1,5.5,-1.9
Spencer Jenkins,WHI_COL1,Slider,100.2,81.6,53,70.2,-6.1,14.7,2083.7,5.5,5.1,-2.2
Spencer Jenkins,WHI_COL1,Curveball,98.7,81.8,15,68.7,-11.5,11.0,2014.2,5.8,5.2,-2.0
Spencer Jenkins,WHI_COL1,ChangeUp,87.6,80.6,5,74.3,11.3,-10.2,1561.0,6.0,5.2,-2.2
Spencer Johnsen,SAC_DON,Fastball,98.4,102.2,49,82.8,18.3,-18.0,1924.7,5.2,6.0,-1.3
Spencer Johnsen,SAC_DON,Slider,96.2,93.2,11,73.2,-4.0,5.0,2051.3,4.7,6.1,-1.3
Spencer Johnsen,SAC_DON,ChangeUp,89.2,113.2,6,78.7,11.9,-19.7,1435.9,4.9,5.9,-1.5
Spencer Johnsen,SAC_DON,Curveball,95.9,107.8,6,71.9,-7.2,10.6,2021.4,4.6,6.0,-1.3
Spencer Johnsen,SAC_DON,Splitter,86.5,160.2,1,79.8,18.1,-22.6,1293.3,5.0,5.9,-1.5
Spencer Johnson,GEO_FOX,Slider,101.2,107.7,92,72.2,2.0,-13.5,2447.0,5.6,5.6,2.5
Spencer Johnson,GEO_FOX,Fastball,76.7,83.9,55,82.2,16.6,6.5,2107.0,6.4,5.9,1.9
Spencer Johnson,GEO_FOX,ChangeUp,100.4,100.8,35,75.1,4.8,16.9,1415.7,6.3,5.4,2.3
Spencer Ledford,UNC_PEM,Undefined,95.3,88.9,98,86.3,12.1,5.6,2321.2,6.1,5.3,1.4
Spencer Marinac,EMB_EAG,Fastball,86.8,81.1,19,87.4,16.8,-11.4,2183.2,5.3,6.4,-0.9
Spencer Marinac,EMB_EAG,Slider,111.0,97.6,2,76.7,-2.1,8.0,2205.4,4.8,6.1,-1.2
Spencer Marinac,EMB_EAG,ChangeUp,93.5,15.6,1,82.3,7.8,-9.1,1547.7,5.8,6.1,-1.1
Spencer Monroe,FIS_COL,Fastball,85.1,85.8,49,75.8,19.5,16.0,1747.2,5.4,6.5,0.7
Spencer Monroe,FIS_COL,Slider,79.2,52.3,7,68.1,5.7,-1.1,1950.4,5.0,6.3,0.9
Spencer Monroe,FIS_COL,ChangeUp,81.7,60.7,3,68.4,12.2,11.9,1634.7,5.5,6.4,0.7
Spencer Monroe,FIS_COL,Curveball,81.1,38.6,3,66.5,-1.7,-2.2,1872.4,4.9,6.4,1.4
Spencer Mueller,UNI_FIN,Slider,101.3,102.0,9,70.8,-8.4,15.7,2089.0,5.7,5.4,-1.6
Spencer Mueller,UNI_FIN,Fastball,78.6,73.6,7,83.1,12.3,-14.4,2131.8,6.6,5.5,-1.3
Spencer Mueller,UNI_FIN,ChangeUp,80.2,50.6,1,76.5,11.4,-12.0,1674.7,6.1,5.3,-1.6
Spencer Nicely,SAC_PIO,Fastball,69.6,98.3,14,78.2,15.6,7.1,1838.9,7.1,5.8,1.3
Spencer Nicely,SAC_PIO,ChangeUp,82.0,82.9,9,72.1,8.2,10.1,1639.0,7.1,5.6,1.5
Spencer Nicely,SAC_PIO,Curveball,88.4,88.8,4,67.3,-3.2,-12.9,1753.6,6.6,5.8,1.3
Spencer Nicely,SAC_PIO,Slider,78.8,109.3,4,77.9,18.3,8.7,1935.2,7.5,5.9,1.3
Spencer Nicely,SAC_PIO,Other,67.8,52.5,1,,,,,,,
Spencer Powell,VIR_WIS,Fastball,85.8,92.0,76,88.6,15.6,6.1,2289.1,6.6,5.7,1.0
Spencer Powell,VIR_WIS,Curveball,107.2,111.7,66,76.3,-9.1,-13.9,2568.2,5.9,5.5,1.2
Spencer Powell,VIR_WIS,ChangeUp,97.0,102.6,26,83.8,6.2,13.2,1259.5,6.2,5.5,1.3
Spencer Powell,VIR_WIS,Slider,107.3,103.9,18,77.1,-7.7,-14.7,2607.0,5.9,5.7,1.1
Spencer Powell,VIR_WIS,FourSeamFastBall,85.7,99.3,2,87.2,12.8,1.6,2241.5,6.8,5.6,1.1
Spencer Rego,EMB_(AZ,Fastball,91.2,104.0,41,86.6,16.0,7.7,2050.4,7.6,5.2,2.0
Spencer Rego,EMB_(AZ,Slider,106.2,105.2,21,71.1,-1.9,-12.6,2412.1,6.7,5.2,2.1
Spencer Rego,EMB_(AZ,ChangeUp,102.5,76.7,10,78.1,11.8,10.1,1508.7,7.1,5.0,2.4
Spencer Seid,CSD_TRI,Fastball,116.7,112.2,483,88.1,19.1,-14.7,2045.1,5.5,4.8,-2.2
Spencer Seid,CSD_TRI,ChangeUp,96.8,96.4,68,82.0,8.8,-8.4,1959.5,5.4,4.9,-2.2
Spencer Seid,CSD_TRI,Slider,110.4,104.2,57,75.2,1.5,11.0,2241.1,5.1,4.9,-2.2
Spencer Seid,CSD_TRI,FourSeamFastBall,120.3,123.5,48,88.3,19.8,-13.7,2083.8,5.7,5.0,-2.1
Spencer Seid,CSD_TRI,Cutter,106.9,119.2,44,81.5,9.6,-2.8,2174.8,5.5,4.9,-2.2
Spencer Seid,CSD_TRI,Splitter,104.9,109.0,29,78.4,4.5,-12.8,1259.2,5.3,5.0,-2.0
Spencer Seid,CSD_TRI,Sweeper,99.1,100.3,5,75.7,4.1,8.1,2185.2,5.3,4.9,-2.2
Spencer Seid,CSD_TRI,TwoSeamFastBall,102.4,114.2,4,89.5,14.1,-19.7,2115.7,5.6,5.0,-2.1
Spencer Simon,GEO_FOX,Fastball,85.5,89.3,99,82.2,6.1,17.2,1769.1,6.6,4.6,1.9
Spencer Simon,GEO_FOX,Slider,106.4,87.4,38,70.0,0.4,-16.0,2049.4,6.1,4.5,2.1
Spencer Stearns,SOU_COU,Undefined,105.2,110.7,353,85.7,11.9,1.1,2230.0,5.7,6.3,1.5
Spencer Stearns,SOU_COU,FourSeamFastBall,90.5,106.6,70,88.6,17.7,3.7,2291.6,5.6,6.5,1.4
Spencer Stearns,SOU_COU,Fastball,87.9,102.8,41,89.2,16.7,3.0,2203.8,5.9,6.6,1.4
Spencer Stearns,SOU_COU,Slider,113.1,113.1,36,80.6,0.6,-8.4,2347.6,5.1,6.3,1.8
Spencer Stearns,SOU_COU,ChangeUp,107.7,96.2,28,83.4,5.8,11.0,1677.7,5.4,6.0,2.1
Spencer Stearns,SOU_COU,Curveball,112.5,118.9,22,79.9,0.6,-9.8,2353.6,5.0,6.3,1.8
Spencer Stearns,SOU_COU,Cutter,110.6,111.8,19,83.9,7.2,-2.8,2358.7,5.1,6.2,1.9
Spencer Stearns,SOU_COU,Splitter,112.0,132.4,2,81.9,7.5,8.8,1469.0,5.2,6.3,1.5
Spencer Stephens,NAV_MID,Fastball,92.9,95.7,318,86.3,19.0,-10.9,1815.3,5.6,6.6,-0.7
Spencer Stephens,NAV_MID,Slider,113.2,112.6,121,80.1,-4.0,6.6,1834.5,5.2,6.4,-0.9
Spencer Stephens,NAV_MID,ChangeUp,107.2,102.4,48,81.1,7.2,-11.8,1582.0,5.7,6.3,-0.9
Spencer Stephens,NAV_MID,Curveball,111.3,112.3,5,78.9,-6.8,8.7,1756.2,5.0,6.5,-0.8
Spencer Stephens,NAV_MID,Undefined,67.8,63.8,4,,,,,,,
Spencer Stephens,NAV_MID,Sinker,92.5,151.4,2,80.3,2.8,0.5,1845.4,5.7,6.5,-1.3
Spencer Wilkins,TNU,Fastball,81.4,91.1,106,88.2,16.0,8.1,1917.2,5.6,6.0,1.8
Spencer Wilkins,TNU,Slider,108.4,100.8,53,75.8,3.7,-8.3,2180.3,5.1,5.9,1.9
Spencer Wilkins,TNU,ChangeUp,114.9,119.0,18,81.4,8.3,19.3,1758.4,5.4,6.0,1.8
Spencer Wilkins,TNU,Curveball,99.3,94.9,8,73.9,-0.7,-11.2,2289.3,5.0,5.9,2.1
Spencer Williams,LIB_FLA,Fastball,101.4,87.4,69,90.0,18.2,-7.4,2118.4,5.6,5.7,-0.8
Spencer Williams,LIB_FLA,FourSeamFastBall,107.0,92.7,26,90.0,19.4,-7.5,2167.0,5.8,6.0,-0.8
Spencer Williams,LIB_FLA,Curveball,120.6,102.2,16,77.5,-17.1,9.8,2806.1,4.9,5.8,-0.8
Spencer Williams,LIB_FLA,ChangeUp,106.5,75.6,5,81.6,3.2,-3.0,1272.8,5.4,5.7,-1.1
Spencer Williams,LIB_FLA,Slider,119.9,114.5,2,78.8,-10.5,11.2,2800.5,4.7,5.6,-1.1
Spencer Williams,LIB_FLA,Cutter,117.5,17.3,1,86.8,6.4,1.9,2466.4,5.3,5.7,-0.9
Spenser Hamblen,WCC,Fastball,94.6,102.0,65,91.2,12.3,19.8,2173.8,5.1,5.5,2.2
Spenser Hamblen,WCC,ChangeUp,119.2,97.4,31,80.0,0.2,16.7,1594.5,5.2,5.4,2.2
Spenser Hamblen,WCC,Sinker,97.1,90.7,11,92.3,8.9,20.5,2260.9,4.7,5.3,2.2
Spenser Hamblen,WCC,Slider,114.7,101.8,4,78.8,5.6,-3.1,1937.6,5.2,5.4,2.2
Steele Eaves,ARK_RAZ,Fastball,106.8,110.4,96,92.1,10.6,14.6,2338.8,6.6,4.9,3.0
Steele Eaves,ARK_RAZ,Slider,117.5,109.0,52,82.5,0.9,-6.7,2216.2,5.8,4.9,3.2
Steele Eaves,ARK_RAZ,Cutter,119.8,134.7,9,83.1,5.5,-2.3,2238.1,5.9,4.8,3.3
Steele Murdock,CSD_TRI,Fastball,108.6,107.5,259,93.4,17.3,7.0,2377.3,6.6,6.0,1.7
Steele Murdock,CSD_TRI,Slider,129.3,125.7,206,84.9,0.4,-4.2,2283.3,5.8,5.9,1.7
Steele Murdock,CSD_TRI,ChangeUp,114.1,115.1,70,86.6,9.6,15.9,1859.1,6.3,6.0,1.7
Steele Murdock,CSD_TRI,FourSeamFastBall,105.3,116.7,31,93.3,18.0,8.0,2412.3,6.6,6.2,1.5
Steele Murdock,CSD_TRI,Cutter,136.9,111.0,7,86.0,2.2,-2.0,2347.3,5.7,6.1,1.6
Steele Murdock,CSD_TRI,Sinker,103.9,121.5,7,86.3,9.9,14.8,1905.1,6.6,5.9,1.5
Steele Murdock,CSD_TRI,Other,67.8,52.5,4,,,,,,,
Steele Murdock,CSD_TRI,Undefined,67.8,63.8,2,,,,,,,
Steele Murdock,CSD_TRI,Curveball,111.7,63.0,1,79.4,-2.2,-5.0,2306.4,6.4,6.1,1.7
Steen Bellerjeau,GRA_COL,Fastball,89.2,109.5,11,83.7,20.0,4.2,2030.2,5.9,6.2,1.0
Steen Bellerjeau,GRA_COL,Slider,96.3,106.6,10,76.2,-5.5,-7.5,2082.7,5.3,6.2,1.2
Stefan Stahl,BAY_BEA,Fastball,94.9,106.0,145,87.9,18.6,-10.6,2126.2,5.6,6.4,-0.8
Stefan Stahl,BAY_BEA,ChangeUp,115.6,96.7,58,77.3,9.9,-11.3,1496.5,5.3,6.1,-1.1
Stefan Stahl,BAY_BEA,Cutter,116.4,122.7,45,78.7,-1.4,3.1,2178.2,5.3,6.4,-0.7
Stefan Stahl,BAY_BEA,Curveball,109.0,124.0,29,75.5,-4.4,1.1,2115.1,5.1,6.3,-0.8
Stefan Stahl,BAY_BEA,Slider,108.0,109.1,21,77.9,-2.6,3.1,2160.7,5.1,6.2,-1.1
Stefan Stahl,BAY_BEA,TwoSeamFastBall,107.5,148.1,1,87.3,22.3,-5.9,2140.1,5.3,6.3,-0.7
Stefan Stahl,BAY_BEA,Undefined,67.8,63.8,1,,,,,,,
Stefan Swee,MON_HAW,Fastball,98.3,96.0,96,88.2,18.9,14.0,2199.7,6.1,5.6,1.1
Stefan Swee,MON_HAW,Slider,98.7,102.4,45,76.8,-4.7,-10.8,2223.8,5.8,5.4,1.4
Stefan Swee,MON_HAW,ChangeUp,110.2,71.5,4,83.0,8.5,20.1,1748.1,6.2,5.5,1.2
Stefan Swee,MON_HAW,Sinker,85.7,17.5,1,88.1,13.7,16.4,2220.3,6.1,5.8,0.9
Stefano Yozzo,MID_COL,Fastball,80.3,83.1,25,89.0,13.6,9.3,2201.4,5.9,5.6,1.3
Stefano Yozzo,MID_COL,Slider,107.6,98.4,15,80.4,-1.9,-12.5,2143.6,5.3,5.3,1.6
Stefano Yozzo,MID_COL,Curveball,103.0,60.9,3,81.0,-1.4,-4.7,2150.5,5.2,5.4,1.4
Steffan Fak,ARK_LIO,Fastball,85.5,86.8,73,85.2,17.4,12.3,2108.9,6.0,5.5,1.3
Steffan Fak,ARK_LIO,Slider,92.6,96.6,30,78.6,4.0,-0.6,2105.2,5.8,5.2,1.7
Steffan Fak,ARK_LIO,Undefined,98.5,73.5,17,83.2,11.9,10.1,2111.4,5.6,5.2,1.6
Steffan Fak,ARK_LIO,Curveball,90.5,61.1,14,73.1,-8.8,-7.9,2221.7,5.4,5.6,1.2
Steffan Fak,ARK_LIO,FourSeamFastBall,104.9,127.0,13,86.2,20.9,11.9,2224.0,5.8,5.6,1.3
Steffan Fak,ARK_LIO,ChangeUp,95.5,54.1,9,81.0,6.9,16.3,1636.5,6.4,5.4,1.5
Steffan Fak,ARK_LIO,Cutter,103.7,69.4,2,80.1,4.0,-1.3,2226.1,5.6,5.5,1.4
Stephen Coffey,VER_STA,Fastball,78.4,86.0,28,79.3,16.6,10.9,1654.9,6.3,6.2,1.9
Stephen Coffey,VER_STA,Slider,80.9,23.3,5,72.1,8.0,6.8,1577.6,6.5,5.9,2.2
Stephen Coffey,VER_STA,ChangeUp,79.2,129.3,1,74.7,13.0,9.7,1654.0,6.6,5.9,2.1
Stephen Coffey,VER_STA,FourSeamFastBall,104.1,29.4,1,79.4,22.0,8.4,1724.0,6.2,5.9,2.2
Stephen Curry,SET_PIR,Fastball,100.1,97.9,205,91.1,15.4,11.2,2288.5,6.2,5.5,1.6
Stephen Curry,SET_PIR,Curveball,104.8,102.4,123,76.4,-12.5,-9.5,2129.0,5.3,5.3,1.7
Stephen Curry,SET_PIR,Sinker,89.8,84.5,87,90.3,11.0,16.4,2190.8,6.0,5.3,1.6
Stephen Curry,SET_PIR,Splitter,110.1,109.9,23,80.2,6.4,11.9,949.8,5.5,5.2,2.0
Stephen Curry,SET_PIR,ChangeUp,97.3,91.2,17,82.0,7.3,12.0,1178.5,5.8,5.2,2.0
Stephen Curry,SET_PIR,FourSeamFastBall,92.9,85.4,6,89.9,17.2,11.9,2306.6,6.3,5.7,1.8
Stephen Curry,SET_PIR,TwoSeamFastBall,87.4,63.9,1,89.5,8.3,17.3,2222.6,6.3,5.7,1.7
Stephen Hernandez,SLU_BILL,Fastball,92.8,100.5,116,87.2,14.7,-17.5,2347.2,4.9,6.2,-1.8
Stephen Hernandez,SLU_BILL,Slider,114.4,73.0,16,80.3,4.1,-2.9,2116.7,4.8,6.1,-2.3
Stephen Hernandez,SLU_BILL,ChangeUp,114.0,137.9,11,78.2,3.5,-5.0,1705.9,4.9,6.2,-2.1
Stephen Hernandez,SLU_BILL,Cutter,114.9,103.4,5,82.0,3.3,0.1,2448.9,4.7,5.8,-2.0
Stephen Hernandez,SLU_BILL,Curveball,106.4,67.0,1,73.5,-13.7,8.8,2498.7,4.6,6.4,-2.5
Stephen Hernandez,SLU_BILL,Other,67.8,52.5,1,,,,,,,
Stephen Hunt,ALC_BRA,Undefined,84.4,87.0,62,70.0,10.9,2.5,1772.4,6.1,4.0,1.8
Stephen Hunt,ALC_BRA,Fastball,77.6,79.4,41,74.4,10.5,12.6,1633.8,5.9,4.1,1.9
Stephen Hunt,ALC_BRA,Slider,78.2,90.2,9,67.4,5.1,-12.2,2007.3,5.4,4.0,1.9
Stephen Hunt,ALC_BRA,Curveball,88.0,45.9,6,65.8,8.5,-5.3,1820.0,5.5,4.2,1.9
Stephen Hunt,ALC_BRA,ChangeUp,77.5,59.7,3,69.3,11.4,8.7,1685.2,5.8,4.2,2.0
Stephen Hunt,ALC_BRA,Cutter,77.5,47.8,1,68.1,6.6,-7.3,1873.6,5.2,3.6,1.9
Stephen Katch,MSM_MTN,Fastball,84.5,83.1,41,85.6,18.7,7.4,1753.9,5.8,5.8,0.9
Stephen Katch,MSM_MTN,Slider,91.2,105.3,17,73.3,-0.1,-11.2,2075.6,5.6,5.3,1.1
Stephen Katch,MSM_MTN,ChangeUp,100.1,95.7,6,78.1,4.6,15.4,1742.6,6.1,5.2,1.2
Stephen Kwak,POM_COL,Fastball,82.1,73.5,106,85.6,13.8,9.3,2464.6,5.1,5.6,0.4
Stephen Kwak,POM_COL,Slider,99.0,99.2,73,74.1,-6.8,-11.4,2512.7,4.6,5.3,0.6
Stephen Kwak,POM_COL,Splitter,102.7,90.7,46,81.3,4.4,6.1,1039.1,5.0,5.6,0.4
Stephen Proko,FDU_KNI,Slider,105.2,97.5,30,77.6,-0.6,-8.5,2382.2,4.6,5.4,2.0
Stephen Proko,FDU_KNI,Fastball,80.6,70.1,24,85.9,6.0,14.0,2171.9,5.0,5.3,2.0
Stephen Proko,FDU_KNI,Cutter,96.4,92.8,11,79.6,2.6,2.0,2202.2,5.0,5.2,2.2
Stephen Proko,FDU_KNI,ChangeUp,89.3,67.7,3,82.0,1.1,18.5,2005.8,5.1,4.9,2.4
Stephen Proko,FDU_KNI,Sinker,78.0,17.3,1,84.6,10.5,8.5,2067.1,5.8,5.5,1.7
Stephen Rhule,OAK_GOL,Fastball,84.6,98.0,69,86.6,18.2,13.4,2021.6,6.7,6.4,1.8
Stephen Rhule,OAK_GOL,FourSeamFastBall,92.4,83.5,36,86.8,19.5,9.8,1894.0,7.0,6.4,1.6
Stephen Rhule,OAK_GOL,Curveball,103.1,85.9,23,74.6,-3.4,-0.6,2015.5,6.4,6.4,1.8
Stephen Rhule,OAK_GOL,ChangeUp,109.5,77.8,16,80.0,12.5,15.3,1704.5,6.8,6.4,1.8
Stephen Rhule,OAK_GOL,Cutter,72.0,18.5,1,84.4,16.8,10.9,1998.9,7.1,6.4,1.6
Stephen Rhule,OAK_GOL,Slider,104.9,89.3,1,70.6,-4.9,-1.2,1925.2,6.9,6.4,1.2
Stephen Roozendal,LOU_STA1,Undefined,78.5,54.5,11,81.0,5.3,1.0,2305.2,4.8,5.4,2.4
Stephen Ruhle,OAK_GOL,Fastball,84.5,82.0,51,87.2,16.4,8.4,1991.9,7.0,6.5,1.8
Stephen Ruhle,OAK_GOL,ChangeUp,107.0,96.0,9,79.1,10.9,11.4,1654.3,7.0,6.5,1.7
Stephen Ruhle,OAK_GOL,Slider,103.4,69.5,6,73.6,-1.4,-2.0,2070.9,6.7,6.6,1.4
Stephen Ruhle,OAK_GOL,Curveball,112.2,66.9,4,73.7,-9.2,-4.0,2264.5,6.4,6.6,1.8
Stephen Tolbert,SOU_JAG,Fastball,78.9,71.0,37,87.1,12.3,14.8,2164.3,6.5,6.0,0.7
Stephen Tolbert,SOU_JAG,Undefined,89.2,87.5,25,86.0,7.6,13.5,1958.9,6.3,5.8,0.9
Stephen Tolbert,SOU_JAG,Slider,107.5,96.2,24,78.4,-1.8,-2.4,2095.2,6.1,6.0,0.7
Stephen Tolbert,SOU_JAG,ChangeUp,94.8,112.7,7,80.6,5.0,11.1,1601.7,6.8,5.8,0.9
Stephen Turzai,VIL_WIL,Fastball,83.6,87.1,164,84.9,12.0,14.4,2076.3,7.1,5.3,2.7
Stephen Turzai,VIL_WIL,Slider,108.0,100.3,102,75.5,1.9,-10.4,2443.2,6.5,5.2,2.7
Stephen Turzai,VIL_WIL,ChangeUp,98.2,99.2,24,79.5,4.9,7.2,2074.1,6.7,4.6,3.6
Stephen Turzai,VIL_WIL,Sinker,86.8,98.2,13,82.7,7.5,16.9,2062.8,6.7,4.6,3.3
Stephen Turzai,VIL_WIL,FourSeamFastBall,84.0,65.6,8,84.1,13.4,14.1,2109.4,6.7,5.3,3.1
Stephen Turzai,VIL_WIL,Sweeper,98.3,92.3,6,73.6,2.1,-12.1,2506.3,6.1,5.5,2.9
Stephen Turzai,VIL_WIL,Undefined,67.8,63.8,4,,,,,,,
Stephen Turzai,VIL_WIL,Curveball,107.3,148.1,2,75.4,-0.6,-12.9,2612.7,6.2,5.4,2.2
Stephen Turzai,VIL_WIL,OneSeamFastBall,77.1,50.8,1,86.7,15.2,8.8,2071.0,7.0,5.6,1.6
Sterling Austin,HAM_COL,Undefined,89.5,92.0,65,81.4,6.2,2.7,2071.8,6.4,5.7,1.2
Stetson Bishop,SOU_ARK,Fastball,100.5,101.4,38,85.2,23.5,4.9,2065.2,5.9,7.2,0.5
Stetson Bishop,SOU_ARK,Splitter,122.0,131.8,21,77.8,8.9,7.5,1295.0,5.4,7.2,0.7
Stetson Bishop,SOU_ARK,Curveball,101.0,25.1,2,67.9,-9.7,-5.6,2023.9,5.3,7.0,0.4
Stetson Callaway,ABI_WIL,Fastball,88.0,85.2,24,93.2,11.9,7.7,2051.2,5.8,6.0,1.6
Stetson Callaway,ABI_WIL,Curveball,113.4,126.7,12,79.3,-8.9,-4.0,2439.6,4.9,6.0,1.4
Stetson Callaway,ABI_WIL,Slider,113.0,130.8,2,81.2,-2.5,-4.2,2208.6,5.6,6.1,2.0
Steve Freer,MOY_MOY,Fastball,95.3,90.8,16,86.5,20.1,7.2,2312.9,6.2,6.5,1.1
Steve Freer,MOY_MOY,Curveball,104.1,93.1,2,69.6,-19.0,-1.2,2257.8,5.8,6.4,1.3
Steve Solorzano,NMS_AGG,Fastball,99.1,101.3,34,90.8,17.7,1.8,2109.6,5.7,5.9,0.9
Steve Solorzano,NMS_AGG,Curveball,111.7,118.8,27,73.3,-19.1,-8.3,2533.4,5.1,5.9,0.7
Steve Solorzano,NMS_AGG,Slider,109.0,105.7,3,74.9,-21.0,-5.1,2548.1,4.6,6.3,0.6
Steve Solorzano,NMS_AGG,ChangeUp,110.9,35.0,1,80.5,-2.9,-6.5,2311.3,5.5,5.5,1.1
Steve Solorzano,NMS_AGG,Splitter,131.9,83.4,1,83.4,-4.6,-3.6,2439.7,4.9,6.0,1.2
Steve Svenson,SET_PIR,Fastball,88.2,103.5,195,87.9,13.7,11.3,2259.6,6.5,5.3,1.3
Steve Svenson,SET_PIR,Slider,113.9,116.6,158,75.7,-0.2,-17.6,2660.9,5.7,5.2,1.6
Steve Svenson,SET_PIR,Sinker,89.5,106.5,105,88.3,11.1,18.1,2226.7,6.1,5.2,1.3
Steve Svenson,SET_PIR,ChangeUp,97.7,96.4,56,80.9,5.1,16.0,1705.2,6.4,5.0,1.6
Steve Svenson,SET_PIR,FourSeamFastBall,84.1,88.8,17,87.9,15.3,10.9,2306.6,6.5,5.7,1.6
Steve Svenson,SET_PIR,TwoSeamFastBall,87.3,128.2,9,88.2,11.0,18.4,2295.1,6.5,5.7,1.6
Steven Andrews,FAU_OWL,Fastball,89.1,103.4,62,88.7,10.1,4.2,2355.8,5.6,6.1,2.7
Steven Andrews,FAU_OWL,Slider,113.8,127.8,54,83.4,-0.4,-6.2,2551.8,5.3,6.1,2.9
Steven Andrews,FAU_OWL,Curveball,108.6,118.0,39,77.6,-11.6,-11.3,2546.4,5.0,6.2,2.7
Steven Andrews,FAU_OWL,Cutter,115.5,131.9,38,85.7,4.1,-5.1,2519.0,5.3,6.2,2.8
Steven Andrews,FAU_OWL,FourSeamFastBall,99.1,101.5,5,87.9,8.3,-0.6,2524.7,5.6,6.1,2.8
Steven Andrews,FAU_OWL,ChangeUp,103.7,50.8,2,85.6,6.8,18.2,2190.8,5.4,6.0,3.4
Steven Andrews,FAU_OWL,Sinker,77.7,106.8,2,87.9,8.8,11.8,2294.7,5.8,6.4,2.8
Steven Andrews,FAU_OWL,TwoSeamFastBall,76.3,59.7,1,87.6,9.8,14.5,2249.8,5.4,6.2,2.9
Steven Andrews,FAU_OWL,Undefined,67.8,63.8,1,,,,,,,
Steven Cash,JAC_GAM,ChangeUp,101.8,114.2,434,74.9,4.6,-14.5,1592.3,5.8,5.2,-3.5
Steven Cash,JAC_GAM,FourSeamFastBall,97.5,111.2,188,86.1,17.0,-12.7,2145.5,6.0,5.5,-3.1
Steven Cash,JAC_GAM,Slider,110.3,115.5,188,77.7,2.3,2.7,2242.2,5.6,5.5,-3.3
Steven Cash,JAC_GAM,Fastball,96.9,104.3,156,86.5,16.0,-14.5,2192.5,5.8,5.6,-3.1
Steven Cash,JAC_GAM,Curveball,97.4,114.9,25,76.0,3.2,-12.8,1688.2,5.8,5.3,-3.4
Steven Cash,JAC_GAM,Sinker,98.5,119.8,6,86.7,15.7,-13.7,2258.4,6.0,5.6,-3.1
Steven Cash,JAC_GAM,Other,90.6,103.2,3,75.0,-0.8,-3.9,1927.3,5.5,5.3,-3.3
Steven Escarcega,HAW_PAC,Fastball,89.5,84.3,27,84.6,20.9,11.2,2370.8,4.6,6.3,0.4
Steven Escarcega,HAW_PAC,Slider,91.6,80.4,12,73.3,-2.4,-5.3,1992.2,4.3,6.0,0.7
Steven Escarcega,HAW_PAC,ChangeUp,102.9,102.3,9,72.9,-0.0,0.8,1814.0,4.3,6.1,0.8
Steven Hayden,WES_UNI,Fastball,76.8,94.4,14,76.9,12.3,3.8,1899.6,6.4,5.3,1.7
Steven Hayden,WES_UNI,Curveball,97.8,83.2,12,64.1,-8.2,-17.1,1840.4,5.9,5.6,1.3
Steven Hayden,WES_UNI,Slider,79.0,96.9,6,70.0,0.8,-10.1,1888.9,6.0,5.4,1.5
Steven Hayden,WES_UNI,Splitter,87.0,94.9,3,64.7,6.6,1.4,802.4,6.6,5.3,1.5
Steven Hayden,WES_UNI,Other,81.6,74.7,1,68.2,-4.7,-11.3,1865.5,6.1,5.3,1.5
Steven Hernandez,GRA_COL,Fastball,72.1,97.1,29,74.8,12.5,-11.5,1613.0,6.3,5.4,-1.9
